sample_id,ticket_date,person_id,区县地址,街道地址,mapped_l1_name,mapped_l2_name,是否回访,问题是否解决,是否热点,承办单位,text_subject_id,text_subject_type,text_place_id,text_place_type,address_id,has_address_id,has_text_place_id,has_text_subject_id,sanitized_text,person_total_complaints,address_total_complaints
292,2024-05-15,P00008,甲区,甲区-街道3,主题大类3,主题小类3-1,是,是,否,承办单位A,TS00083,主体类型3,TP00193,地点类型2,A00035,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0292。,6,1
293,2024-03-29,,丙区,丙区-街道3,主题大类4,主题小类4-1,否,否,否,承办单位C,TS00138,主体类型2,TP00028,地点类型5,A00063,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0293。,0,6
294,2024-03-10,P00146,甲区,甲区-街道1,主题大类1,主题小类1-2,是,否,否,承办单位D,TS00028,主体类型1,TP00066,地点类型5,A00004,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0294。,3,10
295,2024-04-01,P00061,丙区,丙区-街道3,主题大类4,主题小类4-1,是,是,否,承办单位C,,,TP00102,地点类型2,A00021,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0295。,5,4
296,2024-04-10,P00021,乙区,乙区-街道3,主题大类1,主题小类1-1,是,否,是,承办单位C,TS00100,主体类型2,TP00139,地点类型5,A00017,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0296。,4,4
297,2024-04-19,,丙区,丙区-街道1,主题大类3,主题小类3-1,否,是,否,承办单位D,TS00083,主体类型2,TP00113,地点类型2,A00119,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0297。,0,3
298,2024-04-13,P00157,丙区,丙区-街道3,主题大类3,主题小类3-1,是,是,否,承办单位A,TS00147,主体类型1,TP00088,地点类型1,A00030,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0298。,2,3
299,2024-04-10,P00243,乙区,乙区-街道3,主题大类4,主题小类4-1,否,是,否,承办单位D,TS00020,主体类型1,TP00033,地点类型1,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0299。,1,9
300,2024-04-26,P00069,乙区,乙区-街道2,主题大类4,主题小类4-1,是,否,否,承办单位E,TS00148,主体类型4,TP00117,地点类型3,A00053,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0300。,1,3
301,2024-04-20,P00099,乙区,乙区-街道1,主题大类4,主题小类4-2,否,是,是,承办单位E,TS00002,主体类型2,TP00127,地点类型4,A00018,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0301。,2,3
302,2024-04-03,P00061,甲区,甲区-街道1,主题大类2,主题小类2-2,否,是,否,承办单位D,TS00087,主体类型4,TP00131,地点类型2,A00012,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0302。,5,3
303,2024-03-16,,乙区,乙区-街道3,主题大类3,主题小类3-1,是,是,否,承办单位B,TS00130,主体类型2,TP00139,地点类型3,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0303。,0,8
304,2024-03-09,P00239,丙区,丙区-街道1,主题大类2,主题小类2-1,是,是,否,承办单位E,TS00130,主体类型4,TP00159,地点类型2,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0304。,2,14
305,2024-05-05,P00156,甲区,甲区-街道1,主题大类1,主题小类1-2,否,是,否,承办单位C,TS00128,主体类型1,TP00012,地点类型5,A00044,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0305。,2,1
306,2024-03-20,P00028,丙区,丙区-街道1,主题大类3,主题小类3-2,是,是,否,承办单位D,TS00104,主体类型2,TP00176,地点类型5,A00032,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0306。,2,5
307,2024-04-17,P00001,丙区,丙区-街道2,主题大类3,主题小类3-1,是,否,否,承办单位C,TS00122,主体类型1,TP00081,地点类型3,A00022,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0307。,19,7
308,2024-03-28,P00032,甲区,甲区-街道2,主题大类1,主题小类1-2,是,否,否,承办单位C,TS00133,主体类型2,TP00081,地点类型5,A00071,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0308。,1,4
309,2024-04-13,P00029,甲区,甲区-街道2,主题大类4,主题小类4-1,是,是,否,承办单位B,TS00032,主体类型4,TP00180,地点类型2,A00004,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0309。,3,10
310,2024-03-16,P00038,丙区,丙区-街道2,主题大类2,主题小类2-1,是,否,是,承办单位E,TS00148,主体类型4,TP00136,地点类型2,A00067,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0310。,3,1
311,2024-04-15,,丙区,丙区-街道3,主题大类3,主题小类3-2,是,是,是,承办单位D,TS00101,主体类型3,TP00069,地点类型4,A00019,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0311。,0,3
312,2024-04-14,P00017,丙区,丙区-街道1,主题大类2,主题小类2-1,是,是,是,承办单位A,TS00030,主体类型4,,,A00039,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0312。,3,1
313,2024-04-21,P00006,丙区,丙区-街道3,主题大类4,主题小类4-1,是,否,是,承办单位D,,,TP00005,地点类型1,A00014,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0313。,4,2
314,2024-05-14,P00033,甲区,甲区-街道1,主题大类4,主题小类4-2,是,是,否,承办单位B,TS00061,主体类型3,TP00046,地点类型3,A00061,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0314。,4,4
315,2024-04-05,,乙区,乙区-街道3,主题大类3,主题小类3-2,否,是,否,承办单位B,TS00083,主体类型2,TP00186,地点类型1,A00111,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0315。,0,4
316,2024-04-24,P00224,乙区,乙区-街道3,主题大类4,主题小类4-2,是,否,否,承办单位C,TS00020,主体类型1,TP00184,地点类型2,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0316。,1,8
317,2024-04-09,,丙区,丙区-街道2,主题大类4,主题小类4-2,否,否,否,承办单位E,TS00080,主体类型3,TP00044,地点类型5,A00005,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0317。,0,8
318,2024-04-09,P00250,乙区,乙区-街道2,主题大类2,主题小类2-2,是,否,否,承办单位B,,,TP00174,地点类型5,A00087,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0318。,4,6
319,2024-04-13,P00034,丙区,丙区-街道3,主题大类3,主题小类3-2,是,是,否,承办单位A,,,TP00150,地点类型4,A00040,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0319。,3,3
320,2024-03-28,,丙区,丙区-街道1,主题大类1,主题小类1-1,否,是,否,承办单位C,TS00116,主体类型4,TP00003,地点类型1,A00086,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0320。,0,1
321,2024-03-27,P00004,乙区,乙区-街道2,主题大类1,主题小类1-2,是,是,否,承办单位B,,,,,A00120,1,0,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0321。,7,2
322,2024-03-22,P00122,丙区,丙区-街道1,主题大类4,主题小类4-2,是,否,否,承办单位B,TS00070,主体类型3,TP00130,地点类型3,A00092,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0322。,1,3
323,2024-04-14,P00001,丙区,丙区-街道3,主题大类2,主题小类2-1,否,否,否,承办单位A,,,TP00112,地点类型2,A00003,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0323。,19,11
324,2024-04-20,P00123,甲区,甲区-街道1,主题大类2,主题小类2-1,是,是,否,承办单位A,TS00012,主体类型4,TP00075,地点类型2,A00094,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0324。,3,3
325,2024-03-17,P00217,丙区,丙区-街道2,主题大类4,主题小类4-2,否,否,否,承办单位D,TS00103,主体类型2,TP00100,地点类型2,A00089,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0325。,1,4
326,2024-03-14,P00035,丙区,丙区-街道2,主题大类4,主题小类4-2,是,是,否,承办单位C,TS00081,主体类型4,TP00151,地点类型5,A00034,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0326。,1,2
327,2024-03-04,P00084,丙区,丙区-街道3,主题大类2,主题小类2-1,否,否,是,承办单位E,TS00118,主体类型3,TP00064,地点类型5,A00007,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0327。,1,7
328,2024-05-04,,丙区,丙区-街道3,主题大类1,主题小类1-2,是,否,否,承办单位E,,,TP00024,地点类型4,A00046,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0328。,0,2
329,2024-05-09,P00168,丙区,丙区-街道1,主题大类2,主题小类2-1,是,是,否,承办单位E,TS00012,主体类型4,TP00155,地点类型5,A00041,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0329。,1,2
330,2024-04-15,,乙区,乙区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位D,TS00035,主体类型2,TP00087,地点类型4,A00065,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0330。,0,3
331,2024-04-01,P00011,乙区,乙区-街道1,主题大类2,主题小类2-1,否,是,是,承办单位C,TS00062,主体类型3,TP00126,地点类型5,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0331。,8,9
332,2024-04-02,P00031,丙区,丙区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位C,TS00106,主体类型3,TP00151,地点类型1,A00018,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0332。,4,3
333,2024-04-09,P00164,乙区,乙区-街道2,主题大类4,主题小类4-1,是,否,否,承办单位E,TS00016,主体类型1,TP00038,地点类型4,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0333。,4,0
334,2024-03-11,P00164,甲区,甲区-街道1,主题大类1,主题小类1-1,是,是,否,承办单位D,TS00104,主体类型1,TP00038,地点类型1,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0334。,4,9
335,2024-03-20,P00040,甲区,甲区-街道3,主题大类3,主题小类3-2,是,是,否,承办单位E,,,TP00048,地点类型3,A00091,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0335。,7,3
336,2024-05-12,P00072,丙区,丙区-街道3,主题大类2,主题小类2-2,否,否,是,承办单位C,TS00040,主体类型1,TP00012,地点类型3,A00042,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0336。,6,4
337,2024-03-27,P00096,乙区,乙区-街道2,主题大类2,主题小类2-2,否,是,是,承办单位E,TS00018,主体类型4,TP00185,地点类型4,A00105,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0337。,1,2
338,2024-03-10,P00012,丙区,丙区-街道1,主题大类3,主题小类3-1,是,否,否,承办单位E,,,TP00189,地点类型5,A00005,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0338。,5,8
339,2024-05-06,P00015,乙区,乙区-街道1,主题大类2,主题小类2-2,是,否,否,承办单位A,TS00140,主体类型3,TP00020,地点类型1,A00037,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0339。,6,5
340,2024-03-14,P00049,乙区,乙区-街道3,主题大类4,主题小类4-1,否,否,是,承办单位E,TS00045,主体类型4,TP00103,地点类型1,A00101,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0340。,4,1
341,2024-05-04,P00144,丙区,丙区-街道3,主题大类4,主题小类4-1,否,是,否,承办单位A,TS00004,主体类型3,TP00015,地点类型2,A00022,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0341。,1,7
342,2024-04-21,P00008,甲区,甲区-街道1,主题大类4,主题小类4-1,否,否,否,承办单位C,,,TP00138,地点类型2,A00015,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0342。,6,4
343,2024-03-22,P00202,甲区,甲区-街道3,主题大类2,主题小类2-2,否,是,否,承办单位E,TS00101,主体类型1,TP00143,地点类型1,A00010,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0343。,1,6
344,2024-05-06,P00079,丙区,丙区-街道1,主题大类1,主题小类1-1,是,否,否,承办单位C,,,TP00014,地点类型1,A00008,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0344。,2,8
345,2024-04-12,,丙区,丙区-街道2,主题大类2,主题小类2-1,否,否,否,承办单位D,TS00117,主体类型3,TP00033,地点类型5,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0345。,0,22
346,2024-04-29,P00175,乙区,乙区-街道1,主题大类3,主题小类3-2,否,否,是,承办单位E,TS00133,主体类型4,TP00140,地点类型4,A00024,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0346。,1,8
347,2024-05-04,P00111,丙区,丙区-街道2,主题大类3,主题小类3-1,否,否,否,承办单位B,,,TP00110,地点类型5,A00016,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0347。,1,4
348,2024-03-05,P00008,甲区,甲区-街道3,主题大类4,主题小类4-2,是,是,否,承办单位E,TS00143,主体类型2,TP00114,地点类型5,A00069,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0348。,6,2
349,2024-03-15,P00164,乙区,乙区-街道2,主题大类4,主题小类4-2,是,是,否,承办单位A,TS00106,主体类型1,TP00158,地点类型3,A00058,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0349。,4,6
350,2024-04-18,P00052,甲区,甲区-街道1,主题大类3,主题小类3-2,是,是,否,承办单位D,TS00056,主体类型3,TP00113,地点类型1,A00005,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0350。,2,8
351,2024-04-19,,丙区,丙区-街道3,主题大类1,主题小类1-1,否,是,是,承办单位E,TS00140,主体类型3,TP00178,地点类型2,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0351。,0,0
352,2024-04-01,P00002,丙区,丙区-街道3,主题大类2,主题小类2-1,否,否,否,承办单位A,TS00051,主体类型1,TP00007,地点类型1,A00031,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0352。,14,2
353,2024-03-22,P00004,甲区,甲区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位E,TS00013,主体类型3,TP00129,地点类型4,A00012,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0353。,7,3
354,2024-04-28,P00231,甲区,甲区-街道1,主题大类4,主题小类4-2,否,是,是,承办单位E,TS00091,主体类型4,TP00158,地点类型4,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0354。,2,8
355,2024-05-07,P00172,乙区,乙区-街道3,主题大类1,主题小类1-2,否,是,是,承办单位C,TS00068,主体类型3,TP00139,地点类型4,A00026,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0355。,2,2
356,2024-04-20,P00017,丙区,丙区-街道1,主题大类1,主题小类1-2,否,否,是,承办单位B,TS00073,主体类型4,TP00091,地点类型2,A00078,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0356。,3,2
357,2024-03-19,P00002,乙区,乙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位D,TS00104,主体类型2,TP00092,地点类型5,A00006,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0357。,14,5
358,2024-04-22,P00003,乙区,乙区-街道2,主题大类4,主题小类4-1,否,是,否,承办单位E,TS00060,主体类型4,TP00085,地点类型1,A00010,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0358。,11,6
359,2024-04-05,P00003,乙区,乙区-街道3,主题大类2,主题小类2-1,否,否,否,承办单位A,TS00043,主体类型4,TP00004,地点类型5,A00057,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0359。,11,3
360,2024-03-19,P00019,甲区,甲区-街道3,主题大类1,主题小类1-1,否,是,是,承办单位D,TS00054,主体类型4,TP00011,地点类型1,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0360。,1,9
361,2024-04-21,P00077,甲区,甲区-街道1,主题大类1,主题小类1-2,是,是,否,承办单位C,TS00103,主体类型2,TP00039,地点类型3,A00028,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0361。,2,4
362,2024-05-10,P00110,甲区,甲区-街道3,主题大类4,主题小类4-1,否,否,否,承办单位E,,,TP00175,地点类型2,A00120,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0362。,2,2
363,2024-04-30,P00060,甲区,甲区-街道2,主题大类4,主题小类4-2,否,否,否,承办单位A,TS00007,主体类型3,TP00186,地点类型2,A00027,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0363。,2,4
364,2024-04-08,P00061,乙区,乙区-街道3,主题大类4,主题小类4-2,是,是,是,承办单位C,TS00055,主体类型1,,,A00001,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0364。,5,22
365,2024-04-11,P00005,甲区,甲区-街道3,主题大类2,主题小类2-1,否,是,否,承办单位E,TS00114,主体类型1,TP00004,地点类型4,A00028,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0365。,7,4
366,2024-04-16,P00003,乙区,乙区-街道3,主题大类1,主题小类1-1,是,是,否,承办单位B,TS00062,主体类型2,TP00183,地点类型5,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0366。,11,22
367,2024-03-26,P00133,乙区,乙区-街道2,主题大类1,主题小类1-2,否,是,否,承办单位B,TS00033,主体类型4,TP00011,地点类型2,A00077,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0367。,1,5
368,2024-03-26,P00130,丙区,丙区-街道3,主题大类3,主题小类3-1,否,否,是,承办单位D,TS00147,主体类型1,TP00188,地点类型2,A00022,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0368。,2,7
369,2024-04-15,P00146,甲区,甲区-街道3,主题大类1,主题小类1-2,是,是,否,承办单位C,TS00022,主体类型1,,,A00080,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0369。,3,1
370,2024-03-13,P00024,乙区,乙区-街道3,主题大类1,主题小类1-2,否,否,否,承办单位C,,,TP00024,地点类型2,A00077,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0370。,5,5
371,2024-04-22,P00119,丙区,丙区-街道3,主题大类3,主题小类3-2,是,是,否,承办单位C,TS00135,主体类型2,TP00179,地点类型3,A00007,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0371。,2,7
372,2024-05-06,P00027,甲区,甲区-街道2,主题大类1,主题小类1-1,否,是,否,承办单位E,TS00125,主体类型4,TP00187,地点类型4,A00112,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0372。,1,2
373,2024-04-30,,乙区,乙区-街道3,主题大类4,主题小类4-1,否,是,否,承办单位D,TS00080,主体类型1,TP00122,地点类型2,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0373。,0,0
374,2024-03-15,,甲区,甲区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位B,TS00066,主体类型4,TP00006,地点类型2,A00118,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0374。,0,2
375,2024-04-09,P00119,甲区,甲区-街道3,主题大类3,主题小类3-1,是,是,是,承办单位A,TS00058,主体类型2,TP00046,地点类型3,A00109,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0375。,2,3
376,2024-04-27,,乙区,乙区-街道3,主题大类2,主题小类2-2,是,是,否,承办单位A,TS00033,主体类型2,TP00058,地点类型4,A00006,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0376。,0,5
377,2024-05-11,P00015,乙区,乙区-街道1,主题大类3,主题小类3-2,否,否,是,承办单位C,TS00050,主体类型2,TP00182,地点类型2,A00037,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0377。,6,5
378,2024-03-04,P00038,丙区,丙区-街道3,主题大类3,主题小类3-1,是,是,否,承办单位E,TS00077,主体类型3,TP00078,地点类型2,A00006,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0378。,3,5
379,2024-03-19,P00002,乙区,乙区-街道2,主题大类2,主题小类2-1,否,否,否,承办单位C,TS00025,主体类型4,,,A00047,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0379。,14,4
380,2024-03-09,,乙区,乙区-街道1,主题大类4,主题小类4-2,否,否,否,承办单位E,TS00144,主体类型2,TP00193,地点类型1,A00011,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0380。,0,5
381,2024-03-13,P00003,乙区,乙区-街道2,主题大类1,主题小类1-1,是,是,否,承办单位C,TS00116,主体类型3,TP00098,地点类型1,A00083,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0381。,11,2
382,2024-05-04,P00012,乙区,乙区-街道3,主题大类3,主题小类3-2,是,是,是,承办单位B,TS00144,主体类型3,TP00039,地点类型1,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0382。,5,8
383,2024-04-17,P00014,甲区,甲区-街道3,主题大类2,主题小类2-2,是,是,否,承办单位A,TS00026,主体类型4,TP00134,地点类型3,A00042,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0383。,2,4
384,2024-04-27,P00006,乙区,乙区-街道3,主题大类1,主题小类1-1,否,否,否,承办单位C,TS00115,主体类型3,TP00092,地点类型1,A00024,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0384。,4,8
385,2024-03-29,P00015,乙区,乙区-街道3,主题大类3,主题小类3-1,否,否,否,承办单位B,TS00128,主体类型4,TP00103,地点类型1,A00020,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0385。,6,3
386,2024-03-19,,甲区,甲区-街道1,主题大类1,主题小类1-2,是,是,否,承办单位A,TS00062,主体类型3,TP00165,地点类型3,A00062,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0386。,0,4
387,2024-03-30,P00002,丙区,丙区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位C,TS00059,主体类型1,TP00025,地点类型4,A00038,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0387。,14,5
388,2024-03-19,P00031,乙区,乙区-街道1,主题大类3,主题小类3-2,是,否,否,承办单位B,TS00016,主体类型2,TP00194,地点类型4,A00070,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0388。,4,3
